,id_factura,user_id,email,nombre,ciudad,direccion,documento_identidad,subtotal,precio_envio,total,fecha
7850,4236,jeffrey.wright7797,menesesmiriam@example.com,Jeffrey Wright,Medellín,"Cl. 3I # 67-38, Málaga, 171846",5850160601,4491255,10000,4501255,2023-03-15
6041,4237,marie.moses6969,mbejarano@example.net,Marie Moses,Medellín,"Carrera 9M # 88-26 Sur, Orito, 440177",9982776947,1264986,10000,1274986,2023-11-11
8739,4238,morgan.rojas3748,stellamontoya@example.net,Morgan Rojas,Cartagena,"Calle 71 # 92-35 Sur, Tamalameque, 636445",2174441709,8257880,10000,8267880,2023-02-15
3306,4239,jeanette.theis4088,gfernandez@example.com,Jeanette Theis,Bogotá,"Carrera 16 Este # 5-87, Coyaima, 415540",2808604437,2186154,10000,2196154,2023-11-11
13555,4240,connie.roszel4492,yenny41@example.org,Connie Roszel,Cartagena,"Cl. 6A # 90-88, San Bernardo, 508504",6848721281,580244,10000,590244,2023-01-07
5963,4241,thomas.misfeldt8555,rosaandrade@example.org,Thomas Misfeldt,Cali,"Cr. 63 # 23W-4 Sur, San Alberto, 735237",9679758804,4207365,10000,4217365,2023-04-23
4378,4242,linda.mccann6328,tfajardo@example.com,Linda Mccann,Cartagena,"Av. calle 75 # 6-7 Sur, Polonuevo, 195419",7905645430,31901016,10000,31911016,2023-01-25
1780,4243,harry.demarest4512,shirleyarias@example.net,Harry Demarest,Cali,"Cr. 133 # 63-3, Puerto Alegría, 972649",8636751129,17542770,10000,17552770,2023-10-26
8501,4244,clemente.bigbee7494,oswaldo15@example.net,Clemente Bigbee,Medellín,"Tr. 15 # 3V-91 Este, Bogotá, D.C., 274783",2117318061,27908671,10000,27918671,2023-10-20
855,4245,jamie.chisolm136,henaoyamile@example.com,Jamie Chisolm,Cartagena,"Carrera 50 Este # 7-9, San Vicente de Chucurí, 910557",1031839886,8177852,10000,8187852,2023-09-07
12362,4246,taylor.olson1875,jhurtado@example.org,Taylor Olson,Medellín,"Dg. 5ª # 3-8 Sur, Linares, 540903",6248316072,2767032,10000,2777032,2023-09-12
11970,4247,jonathan.mosely2063,hlopez@example.net,Jonathan Mosely,Bogotá,"Avenida Antioquia # 2-27 Este, Simijaca, 523825",5353464566,8118418,10000,8128418,2023-01-22
1229,4248,olivia.medeiros9282,fernandezjuan@example.org,Olivia Medeiros,Cartagena,"Av. Eduardo Rodríguez Bedoya # 9-41 Sur, Quetame, 500333",2069604092,20185590,10000,20195590,2023-12-09
11068,4249,bernard.perry3002,edinson18@example.com,Bernard Perry,Cali,"Avenida carrera 195 # 4-3, Piojó, 257348",4926077723,25243188,10000,25253188,2023-06-21
8756,4250,timothy.fogle5694,yudycastellanos@example.com,Timothy Fogle,Medellín,"Dg. 164 # 7-66, Guachetá, 685873",6413259118,6947188,10000,6957188,2023-07-07
6961,4251,logan.west2765,ncastaneda@example.com,Logan West,Medellín,"Cl. 8U # 72Q-29, Toribío, 540132",8723565702,7516736,10000,7526736,2023-01-16
6308,4252,manuela.koehl1357,jimenezaura@example.com,Manuela Koehl,Cali,"Avenida Vichada # 71-35 Este, San Pablo, 230190",6316376425,629905,10000,639905,2023-11-19
1468,4253,ricardo.feyh4849,sebastian04@example.org,Ricardo Feyh,Cali,"Cr. 86 # 50-33 Sur, Támesis, 135089",3133018598,19417867,10000,19427867,2023-09-14
8415,4254,paul.poncedeleon1138,linalopez@example.org,Paul Poncedeleon,Cali,"Avenida carrera 95 # 5-5, San Martín de Loba, 545059",7508312460,17956936,10000,17966936,2023-01-20
7343,4255,tricia.dagle5754,ramirezrigoberto@example.com,Tricia Dagle,Cali,"Cl. 179 # 9-26, Zona Bananera, 505377",5588043727,10883640,10000,10893640,2023-06-10
14533,4256,doris.edwards6172,dorisvargas@example.com,Doris Edwards,Cartagena,"Calle 128 Bis # 5-95, Timaná, 173919",4369522577,2792303,10000,2802303,2023-06-24
12322,4257,tom.chacon1810,penaesperanza@example.com,Tom Chacon,Cartagena,"Diagonal 105 Bis # 51-30, Ulloa, 273668",1972639293,10790640,10000,10800640,2023-07-11
9661,4258,richard.harder3416,diana54@example.net,Richard Harder,Cali,"Cl. 9ª # 1-7 Este, Betania, 638461",8641909571,1612733,10000,1622733,2023-04-07
5612,4259,eloise.garcia9553,tlopez@example.net,Eloise Garcia,Cartagena,"Carrera 188G # 70V-7 Este, Salazar, 198363",6351359377,753527,10000,763527,2023-09-30
6944,4260,leslie.dooley7548,luisescobar@example.net,Leslie Dooley,Cartagena,"Cr. 4 Bis # 7-2, El Piñón, 174171",8206168402,1372777,10000,1382777,2023-09-15
12079,4261,jared.lovell4706,miguelpatino@example.com,Jared Lovell,Cartagena,"Cl. 25E # 5E-32, Durania, 858586",7443217943,3978656,10000,3988656,2023-02-24
12635,4262,christina.ehlert6834,dagoberto72@example.net,Christina Ehlert,Cali,"Cl. 33V # 93-5 Este, San Diego, 683057",5431784384,3298459,10000,3308459,2023-03-27
603,4263,lamont.reese5442,luiscorrea@example.net,Lamont Reese,Cartagena,"Cr. 98 # 9-47, Pradera, 766317",2625095837,23829726,10000,23839726,2023-02-10
1737,4264,leroy.hernandez6887,calderondavid@example.org,Leroy Hernandez,Bogotá,"Cr. 101Q Bis # 3-46 Sur, Cumbitara, 472050",4219697586,9463188,10000,9473188,2023-12-06
2152,4265,jeffry.tillman2261,fgil@example.net,Jeffry Tillman,Cali,"Transversal 24 # 2-62 Sur, Pijiño del Carmen, 528333",1636223354,26665623,10000,26675623,2023-05-15
3921,4266,ida.stroud5044,yamile97@example.org,Ida Stroud,Bogotá,"Av. Puerto Santander # 18G-4, Páez, 952325",1255542344,21466038,10000,21476038,2023-11-15
11276,4267,remona.pranger2338,wilson77@example.com,Remona Pranger,Medellín,"Carrera 86 # 35-39 Este, Villanueva, 199261",8217239061,30085308,10000,30095308,2023-11-30
1449,4268,tomiko.shaw307,franciscovasquez@example.org,Tomiko Shaw,Cartagena,"Cr. 3V Sur # 70-7 Sur, Roberto Payán, 086941",2806951491,17234875,10000,17244875,2023-06-12
14709,4269,delores.pierson8242,jose67@example.net,Delores Pierson,Cali,"Avenida calle 101 # 4Z-9 Sur, Soacha, 547949",1835076659,18476990,10000,18486990,2023-06-22
7737,4270,andrea.golden3204,gonzalezdaniel@example.net,Andrea Golden,Medellín,"Calle 38V # 20-5, Nariño, 765719",477182604,13866745,10000,13876745,2023-04-13
1350,4271,regina.johnson7406,jorgecorrea@example.net,Regina Johnson,Bogotá,"Carrera 105 # 92R-2, Amagá, 415763",1757467373,5751908,10000,5761908,2023-07-09
3958,4272,helen.rodriguez9977,zuluagasmith@example.org,Helen Rodriguez,Bogotá,"Av. Machetá # 1-9, Ocaña, 195778",5810817364,777745,10000,787745,2023-10-15
2050,4273,john.devine2196,gospina@example.net,John Devine,Cartagena,"Avenida carrera 6ª # 37-4 Este, Chocontá, 448609",462699758,2192093,10000,2202093,2023-09-17
4898,4274,randy.miller4946,yazmin13@example.com,Randy Miller,Cartagena,"Diagonal 190 # 67-58 Este, Baranoa, 257307",2083547823,4133871,10000,4143871,2023-07-05
1782,4275,robert.munoz4911,tvergara@example.com,Robert Munoz,Bogotá,"Cl. 193W # 27-54 Sur, Vijes, 974305",2274956370,7387512,10000,7397512,2023-12-05
5200,4276,evangeline.blais6102,gonzalezandres@example.org,Evangeline Blais,Cartagena,"Carrera 69 # 70-37 Este, Hato, 888685",7702102274,3304230,10000,3314230,2023-02-16
10306,4277,nellie.vickers8859,dcastro@example.net,Nellie Vickers,Cartagena,"Calle 74P # 1-7 Sur, Sabanagrande, 205843",3857367410,34456095,10000,34466095,2023-10-21
14807,4278,thomas.scott8350,esther85@example.net,Thomas Scott,Medellín,"Cr. 133G # 3-42, Tunja, 858922",8560600678,8683458,10000,8693458,2023-01-25
2286,4279,ellen.davis4163,qsilva@example.net,Ellen Davis,Medellín,"Cr. 174 # 7-6, San José del Palmar, 185841",5332145605,24102072,10000,24112072,2023-06-21
14407,4280,charles.baker2839,suarezwilliam@example.com,Charles Baker,Cartagena,"Av. Buitrago # 89S-8, Taminango, 525499",5795991456,5701785,10000,5711785,2023-08-25
4333,4281,nick.casillas4956,vasquezmery@example.org,Nick Casillas,Medellín,"Dg. 8ª # 2N-7 Sur, Tibú, 997011",7588213182,6304858,10000,6314858,2023-07-21
14094,4282,kent.harmon5863,sarmientofrancisco@example.com,Kent Harmon,Bogotá,"Cl. 186 # 2-16 Este, San Bernardo, 913506",5524605811,10830232,10000,10840232,2023-05-26
6628,4283,robert.brubaker7475,garciamariana@example.net,Robert Brubaker,Cali,"Calle 194 Este # 82-88 Este, Zapatoca, 272578",3256361655,5693529,10000,5703529,2023-07-21
1434,4284,jay.toler7516,ardilajuan@example.com,Jay Toler,Medellín,"Transversal 161H # 17-91, El Cairo, 667928",3890644015,1541592,10000,1551592,2023-07-16
14186,4285,curtis.hassell4184,mariacaicedo@example.com,Curtis Hassell,Medellín,"Cr. 4V # 6-6, Ansermanuevo, 683017",3649579409,13260048,10000,13270048,2023-03-09
8615,4286,brandon.gardner8316,luis25@example.com,Brandon Gardner,Cartagena,"Calle 27 # 19-8 Este, San Luis, 509451",9465168842,10054212,10000,10064212,2023-12-15
9178,4287,mary.jenkins9838,isabel63@example.net,Mary Jenkins,Cali,"Cl. 67 # 61-3, El Charco, 441649",4651320815,14904414,10000,14914414,2023-01-11
13882,4288,theresa.smith9901,constanza44@example.com,Theresa Smith,Cali,"Av. calle 177 # 55-72 Sur, San Gil, 181426",3483734736,23682645,10000,23692645,2023-10-03
2221,4289,kenneth.bourg6105,dianagarcia@example.net,Kenneth Bourg,Bogotá,"Diagonal 1E # 7-72, Santa María, 941578",3599269394,18666110,10000,18676110,2023-08-04
5365,4290,flossie.sirois9779,luisa45@example.net,Flossie Sirois,Cartagena,"Calle 81 # 52-2 Este, Acacías, 708850",9732260045,2075589,10000,2085589,2023-05-23
9810,4291,paul.hedgecock7885,daniel37@example.com,Paul Hedgecock,Cartagena,"Carrera 5ª # 93-5, Taminango, 195924",3116850460,30902598,10000,30912598,2023-10-26
6100,4292,brittney.barber379,fanny42@example.com,Brittney Barber,Medellín,"Calle 9A # 4W-2 Sur, Ciénaga de Oro, 862577",3903680167,2290653,10000,2300653,2023-01-29
2612,4293,amber.johnson6329,alejandra87@example.net,Amber Johnson,Bogotá,"Avenida Ramírez # 5-34 Este, Andes, 207821",4130009203,2820692,10000,2830692,2023-08-07
890,4294,george.braithwaite6008,gonzalezedward@example.com,George Braithwaite,Medellín,"Carrera 44 # 3-6, Alvarado, 915913",6887891378,32824539,10000,32834539,2023-03-12
9699,4295,audrey.green7197,agomez@example.org,Audrey Green,Cartagena,"Cr. 3ª # 34-3 Sur, Fortul, 998274",6144235666,671728,10000,681728,2023-09-28
12685,4296,magda.dangelo4098,sepulvedajhonatan@example.org,Magda Dangelo,Medellín,"Cl. 91 # 6-50, Puerto Tejada, 994282",6604738640,713344,10000,723344,2023-01-10
1778,4297,dorothy.sherbert9743,ivillamil@example.org,Dorothy Sherbert,Cali,"Calle 2J Bis # 84-5 Este, La Cumbre, 087184",7800648857,13694436,10000,13704436,2023-07-13
7785,4298,john.neal8716,quinteromaria@example.org,John Neal,Cartagena,"Dg. 38 # 9-85 Sur, Condoto, 912958",638134908,2543290,10000,2553290,2023-04-28
6297,4299,alice.powell6116,josearias@example.org,Alice Powell,Bogotá,"Cr. 82 # 5F-8 Sur, Algarrobo, 174189",9497276763,15018520,10000,15028520,2023-08-12
47,4300,annie.larimer2980,ospinoangelica@example.com,Annie Larimer,Cartagena,"Cr. 21 # 26-7, Ramiriquí, 707467",491063584,24775702,10000,24785702,2023-07-12
9664,4301,catherine.hiller2328,kvargas@example.org,Catherine Hiller,Bogotá,"Carrera 6 Sur # 73-44 Este, La Argentina, 253903",5206690332,12316730,10000,12326730,2023-05-24
6104,4302,mary.adams373,duarteluz@example.org,Mary Adams,Cali,"Cl. 96D # 82-9 Sur, Yaguará, 201376",7301289030,11900920,10000,11910920,2023-09-01
167,4303,pablo.davis5615,romerosebastian@example.net,Pablo Davis,Medellín,"Av. carrera 7ª # 41X-52 Este, Paz de Ariporo, 662117",5571855873,9921788,10000,9931788,2023-11-14
3029,4304,rene.price4890,santiagosalazar@example.net,Rene Price,Bogotá,"Dg. 2ª # 3-34 Este, Puerto Guzmán, 763855",9250092609,9642534,10000,9652534,2023-11-28
2453,4305,harold.dixon7256,mosquerayenny@example.net,Harold Dixon,Medellín,"Carrera 184T # 5-43 Sur, Puente Nacional, 272225",7722569206,541074,10000,551074,2023-05-27
7469,4306,morgan.rojas3748,stellamontoya@example.net,Morgan Rojas,Cartagena,"Calle 71 # 92-35 Sur, Tamalameque, 636445",2174441709,2178868,10000,2188868,2023-10-13
1836,4307,robin.black8081,guillermogomez@example.net,Robin Black,Cali,"Transversal 3T # 48-61 Sur, Iles, 668220",7589189647,1900791,10000,1910791,2023-07-20
3416,4308,jody.davidson1602,jtorres@example.net,Jody Davidson,Cali,"Calle 29 Sur # 2-28 Sur, Abriaquí, 764064",1484884690,4018250,10000,4028250,2023-02-03
6653,4309,gloria.lamantia4461,gomezdaniel@example.org,Gloria Lamantia,Cartagena,"Transversal 167 # 58L-29 Este, Garagoa, 201814",5865556919,7541670,10000,7551670,2023-11-17
6227,4310,julius.fisher3993,vegajuan@example.net,Julius Fisher,Medellín,"Cl. 86 # 38-1 Este, Anolaima, 638099",6519249984,5751908,10000,5761908,2023-12-25
14148,4311,homer.frazier6346,qrojas@example.net,Homer Frazier,Bogotá,"Dg. 168 # 6-76, Clemencia, 666062",7583642368,3933460,10000,3943460,2023-08-18
6470,4312,michael.petrick8653,gbolivar@example.com,Michael Petrick,Bogotá,"Cl. 32E # 4-58 Este, Pamplona, 913204",8160277804,3304440,10000,3314440,2023-05-10
11427,4313,mandy.engle2079,bolanosmery@example.net,Mandy Engle,Cali,"Diagonal 6ª # 3-95, Tocancipá, 912568",710771760,5849710,10000,5859710,2023-03-26
3054,4314,neva.traynor2000,sarmientomaria@example.com,Neva Traynor,Medellín,"Cl. 133 # 56-63 Este, Armenia, 762916",8916525646,13895896,10000,13905896,2023-05-28
9719,4315,dave.rivera9879,wsantos@example.com,Dave Rivera,Cartagena,"Calle 197 # 28-4, Bolívar, 470262",3718315992,22896684,10000,22906684,2023-03-26
4898,4316,nora.lopez4264,stella44@example.com,Nora Lopez,Bogotá,"Carrera 22 # 69-5 Sur, Pamplonita, 914127",4964711102,4133871,10000,4143871,2023-06-29
4632,4317,virginia.galeana3978,elcycastro@example.net,Virginia Galeana,Medellín,"Calle 3ª # 19-3 Sur, Pulí, 272297",6958947853,32103192,10000,32113192,2023-01-27
9789,4318,sharon.fitzpatrick5905,jose64@example.net,Sharon Fitzpatrick,Cali,"Calle 24 # 10-65, Guapotá, 914937",1111464070,1752024,10000,1762024,2023-07-02
13426,4319,carlo.walls6352,aarrieta@example.org,Carlo Walls,Medellín,"Av. carrera 183 # 67-6, Málaga, 258019",3497304155,5691424,10000,5701424,2023-08-28
4055,4320,brenda.maestas1210,mariapatino@example.com,Brenda Maestas,Cartagena,"Cr. 84 # 86-59 Sur, Cravo Norte, 135761",5226900937,3946181,10000,3956181,2023-06-30
7828,4321,peggy.hampton1117,vegaoscar@example.net,Peggy Hampton,Cali,"Carrera 192G Sur # 30-91, Suárez, 709190",6899553301,3571228,10000,3581228,2023-10-15
14408,4322,leroy.morgan1865,camilo35@example.org,Leroy Morgan,Cartagena,"Cr. 2N # 62-13 Sur, Obando, 549816",7959608984,478144,10000,488144,2023-12-01
12730,4323,william.hardy729,cordobaeduardo@example.org,William Hardy,Medellín,"Av. Sánchez # 53-7 Este, Chivatá, 185374",8781599830,37735137,10000,37745137,2023-06-30
13879,4324,mike.anderson6810,carias@example.net,Mike Anderson,Cali,"Transversal 31 Este # 41-19 Sur, San José de Uré, 509793",7643101655,20993196,10000,21003196,2023-07-28
4623,4325,brooke.kapp5787,maicol47@example.com,Brooke Kapp,Cartagena,"Calle 70 # 61-8 Sur, La Primavera, 661219",5585982701,17504230,10000,17514230,2023-06-04
5586,4326,vicki.velazquez9406,agudeloangelica@example.org,Vicki Velazquez,Cali,"Av. Ruth María Vergara Castro # 10-6 Sur, Ráquira, 684132",4252748495,3194716,10000,3204716,2023-01-26
4393,4327,john.rogers6363,xsanchez@example.org,John Rogers,Bogotá,"Calle 93 # 81Q-2 Sur, Corrales, 912692",1102506005,1471883,10000,1481883,2024-01-01
5311,4328,joseph.perrin4123,luis29@example.net,Joseph Perrin,Medellín,"Avenida calle 2ª # 60-4 Este, El Paujíl, 279391",962718975,6158913,10000,6168913,2023-06-30
7535,4329,suzanne.bare7025,qmoreno@example.net,Suzanne Bare,Bogotá,"Dg. 60 Bis F # 5T-37, San José de Cúcuta, 683012",8522644003,10054552,10000,10064552,2023-05-02
3739,4330,thomas.gass2846,edgargomez@example.net,Thomas Gass,Cartagena,"Carrera 9Q # 53-67 Sur, Mocoa, 950719",1291281130,1032235,10000,1042235,2023-04-04
12128,4331,arthur.mackinder8495,rfajardo@example.org,Arthur Mackinder,Cartagena,"Calle 84 # 8-93, Girardot, 855093",8966599435,7831540,10000,7841540,2023-02-04
11090,4332,lois.larsen1440,luzpabon@example.net,Lois Larsen,Bogotá,"Cl. 109 # 20-2 Este, Alpujarra, 189321",5941444,8182566,10000,8192566,2023-05-24
2137,4333,henry.flynn3989,lorenagomez@example.net,Henry Flynn,Cartagena,"Calle 121F # 2-47 Sur, Chinavita, 157177",1375006223,17636275,10000,17646275,2023-06-18
7264,4334,charles.sturdivant1733,alberto10@example.net,Charles Sturdivant,Cartagena,"Cr. 84 # 8-80, San Carlos, 734417",9335015821,6409737,10000,6419737,2023-02-19
13500,4335,luis.randall9454,marinavalencia@example.com,Luis Randall,Bogotá,"Cr. 4P # 1C-43, La Argentina, 134599",5299676049,15860709,10000,15870709,2023-02-02
10713,4336,david.dyer602,jcalderon@example.net,David Dyer,Medellín,"Calle 11 # 92P-93, Medina, 449780",903554723,19038411,10000,19048411,2023-08-14
207,4337,ryan.gebauer8945,nherrera@example.com,Ryan Gebauer,Medellín,"Avenida Palmito # 8-61 Sur, Valdivia, 818887",1253339694,669330,10000,679330,2023-08-31
9110,4338,ronald.wilfong672,dtorres@example.org,Ronald Wilfong,Bogotá,"Cl. 121R # 75-1 Sur, Puracé, 116210",7252311980,13121052,10000,13131052,2023-09-25
9462,4339,richard.campbell8163,karinajaimes@example.net,Richard Campbell,Bogotá,"Calle 7B # 35Z-24, Pivijay, 811296",5179132318,28775712,10000,28785712,2023-07-05
7586,4340,larry.henry2181,rrodriguez@example.org,Larry Henry,Cali,"Transversal 77 # 18-44 Sur, Distracción, 448076",946392669,3968884,10000,3978884,2023-07-24
14969,4341,gretchen.luevano9576,ramosmaria@example.org,Gretchen Luevano,Bogotá,"Avenida carrera 139 # 68-84, Cogua, 508662",8097821753,1667911,10000,1677911,2023-08-18
647,4342,ruth.barrett6075,duarteeduardo@example.org,Ruth Barrett,Bogotá,"Cr. 157U # 87-5 Sur, El Guacamayo, 738032",4031541503,23782640,10000,23792640,2023-06-06
11429,4343,joshua.jacquier6054,carrillojuan@example.com,Joshua Jacquier,Cartagena,"Calle 5 Bis # 1-2 Sur, Gámeza, 171542",9149121690,3411804,10000,3421804,2023-01-15
14818,4344,marcia.guerra4583,luz00@example.org,Marcia Guerra,Bogotá,"Calle 174 # 2R-34 Este, Santa Cruz de Mompox, 763650",655084374,9484706,10000,9494706,2023-02-28
999,4345,roger.dunn8779,alberto41@example.org,Roger Dunn,Cartagena,"Avenida carrera 44 # 94-42 Sur, Arboletes, 547072",9781398492,34010676,10000,34020676,2023-08-20
13696,4346,charlotte.mcknight9844,loaizatulio@example.com,Charlotte Mcknight,Cali,"Cr. 93Y # 51-75 Sur, San Lorenzo, 733897",1204934911,1752740,10000,1762740,2023-01-02
9291,4347,charles.smith5838,fernando31@example.com,Charles Smith,Bogotá,"Avenida carrera 3ª # 40-9 Este, Los Córdobas, 503025",6919878106,9188901,10000,9198901,2023-05-17
4478,4348,dominic.salters8807,garcialuz@example.com,Dominic Salters,Medellín,"Cr. 98 # 8-7, Maceo, 473756",8851488037,13636768,10000,13646768,2023-05-17
4681,4349,traci.larkin4272,andres91@example.com,Traci Larkin,Cartagena,"Dg. 47 # 7Z-2 Este, Monterrey, 521038",1383430610,9641480,10000,9651480,2023-04-22
9279,4350,william.reinhold530,juliovargas@example.net,William Reinhold,Cali,"Calle 117 # 28-7 Este, Santa Rosa de Osos, 082885",7168799993,1465608,10000,1475608,2023-01-30
9529,4351,kenneth.hurst4948,giraldojessica@example.net,Kenneth Hurst,Cartagena,"Cl. 110 # 89S-71 Sur, Vegachí, 134651",4179316311,6760596,10000,6770596,2023-07-15
6976,4352,carl.ginsberg5331,hernandezjorge@example.net,Carl Ginsberg,Medellín,"Cr. 87L # 17-4, Armenia, 860231",9477916571,1086612,10000,1096612,2023-08-12
14887,4353,jared.lovell4706,miguelpatino@example.com,Jared Lovell,Cartagena,"Cl. 25E # 5E-32, Durania, 858586",7443217943,11778522,10000,11788522,2023-03-14
7795,4354,justin.patel8058,icorrea@example.org,Justin Patel,Cali,"Cl. 2I # 3-6, Hatillo de Loba, 688724",9990437628,14764410,10000,14774410,2023-10-31
12814,4355,brenda.brown4857,zortiz@example.com,Brenda Brown,Cartagena,"Carrera 2X # 52-15 Sur, San Cayetano, 258427",9009106331,6266700,10000,6276700,2023-12-23
4374,4356,zachary.love5248,ortizalexander@example.net,Zachary Love,Cartagena,"Carrera 38 # 2Q-52, San Francisco, 919147",8590983028,3088912,10000,3098912,2023-04-28
5786,4357,aisha.mounsey5718,nidiamartinez@example.org,Aisha Mounsey,Cali,"Carrera 20S # 91-16 Sur, Tello, 082320",4304807642,27613243,10000,27623243,2023-08-07
3951,4358,evangeline.blais6102,gonzalezandres@example.org,Evangeline Blais,Cartagena,"Carrera 69 # 70-37 Este, Hato, 888685",7702102274,16391416,10000,16401416,2023-08-17
3087,4359,paul.moyer8603,orincon@example.com,Paul Moyer,Cali,"Cl. 40O # 15-2, San Francisco, 869188",6936620814,27717656,10000,27727656,2023-12-31
